iter	Passed	Remaining
575	7258	5343
576	7267	5327
577	7274	5311
578	7285	5297
579	7294	5282
580	7303	5267
581	7312	5251
582	7323	5238
583	7335	5225
584	7344	5210
585	7356	5197
586	7366	5182
587	7375	5168
588	7389	5156
589	7399	5142
590	7410	5128
591	7423	5115
592	7435	5103
593	7446	5089
594	7455	5075
595	7468	5062
596	7478	5048
597	7487	5033
598	7497	5018
599	7510	5006
600	7520	4993
601	7531	4979
602	7541	4965
603	7553	4952
604	7566	4940
605	7577	4926
606	7588	4913
607	7599	4899
608	7610	4886
609	7619	4871
610	7633	4859
611	7642	4845
612	7654	4832
613	7665	4819
614	7676	4805
615	7687	4792
616	7697	4778
617	7707	4764
618	7717	4750
619	7731	4738
620	7747	4728
621	7758	4714
622	7766	4699
623	7774	4684
624	7782	4669
625	7790	4654
626	7798	4639
627	7805	4623
628	7815	4609
629	7829	4598
630	7841	4585
631	7850	4571
632	7860	4557
633	7868	4542
634	7879	4529
635	7890	4515
636	7900	4502
637	7910	4488
638	7919	4473
639	7928	4459
640	7939	4446
641	7949	4432
642	7960	4419
643	7970	4405
644	7981	4392
645	7992	4379
646	8004	4367
647	8012	4352
648	8025	4340
649	8035	4326
650	8046	4313
651	8058	4301
652	8069	4288
653	8080	4274
654	8092	4262
655	8107	4251
656	8118	4238
657	8132	4226
658	8142	4213
659	8156	4202
660	8176	4193
661	8194	4183
662	8213	4174
663	8231	4165
664	8248	4155
665	8270	4147
666	8293	4140
667	8306	4128
668	8315	4114
669	8324	4100
670	8333	4086
671	8346	4073
672	8355	4060
673	8369	4048
674	8383	4036
675	8399	4025
676	8412	4013
677	8422	4000
678	8435	3987
679	8446	3974
680	8458	3962
681	8468	3948
682	8478	3935
683	8487	3921
684	8499	3908
685	8510	3895
686	8518	3881
687	8528	3867
688	8537	3853
689	8546	3839
690	8560	3828
691	8569	3814
692	8578	3800
693	8590	3787
694	8598	3773
695	8610	3760
696	8621	3747
697	8628	3733
698	8639	3720
699	8647	3705
700	8659	3693
701	8672	3681
702	8679	3666
703	8690	3654
704	8703	3641
705	8711	3627
706	8722	3614
707	8731	3600
708	8740	3587
709	8752	3574
710	8760	3560
711	8772	3548
712	8780	3534
713	8788	3520
714	8800	3508
715	8811	3494
716	8819	3481
717	8830	3468
718	8837	3453
719	8844	3439
720	8854	3426
721	8862	3412
722	8872	3399
723	8883	3386
724	8891	3372
725	8903	3360
726	8917	3348
727	8925	3334
728	8936	3322
729	8948	3309
730	8955	3295
731	8966	3282
732	8976	3269
733	8984	3256
734	8996	3243
735	9003	3229
736	9014	3216
737	9023	3203
738	9033	3190
739	9043	3177
740	9051	3163
741	9063	3151
742	9071	3137
743	9080	3124
744	9089	3111
745	9100	3098
746	9112	3086
747	9126	3074
748	9135	3061
749	9150	3050
750	9165	3039
751	9180	3027
752	9194	3016
753	9213	3005
754	9228	2994
755	9238	2981
756	9247	2968
757	9258	2955
758	9267	2942
759	9277	2929
760	9290	2917
761	9299	2904
762	9309	2891
763	9319	2878
764	9329	2865
765	9339	2853
766	9347	2839
767	9355	2826
768	9363	2812
769	9371	2799
770	9380	2786
771	9390	2773
772	9401	2760
773	9410	2747
774	9422	2735
775	9436	2723
776	9445	2710
777	9455	2698
778	9466	2685
779	9475	2672
780	9487	2660
781	9495	2647
782	9505	2634
783	9517	2622
784	9526	2609
785	9537	2596
786	9549	2584
787	9557	2571
788	9570	2559
789	9580	2546
790	9590	2534
791	9601	2521
792	9610	2508
793	9620	2496
794	9633	2484
795	9644	2471
796	9654	2459
797	9668	2447
798	9681	2435
799	9689	2422
800	9701	2410
801	9712	2397
802	9719	2384
803	9731	2372
804	9739	2359
805	9747	2346
806	9755	2333
807	9765	2320
808	9776	2308
809	9787	2295
810	9795	2282
811	9802	2269
812	9810	2256
813	9819	2243
814	9827	2230
815	9835	2217
816	9842	2204
817	9853	2192
818	9865	2180
819	9877	2168
820	9886	2155
821	9897	2143
822	9908	2131
823	9917	2118
824	9929	2106
825	9942	2094
826	9950	2081
827	9962	2069
828	9971	2056
829	9981	2044
830	9992	2032
831	10001	2019
832	10014	2007
833	10025	1995
834	10033	1982
835	10045	1970
836	10056	1958
837	10065	1945
838	10075	1933
839	10086	1921
840	10095	1908
841	10111	1897
842	10127	1886
843	10142	1874
844	10154	1862
845	10164	1850
846	10177	1838
847	10195	1827
848	10210	1816
849	10223	1804
850	10237	1792
851	10247	1780
852	10256	1767
853	10267	1755
854	10276	1742
855	10288	1730
856	10298	1718
857	10309	1706
858	10321	1694
859	10329	1681
860	10337	1668
861	10345	1656
862	10353	1643
863	10362	1631
864	10370	1618
865	10383	1606
866	10392	1594
867	10403	1582
868	10414	1569
869	10423	1557
870	10437	1545
871	10454	1534
872	10471	1523
873	10487	1511
874	10500	1500
875	10517	1488
876	10531	1477
877	10544	1465
878	10553	1452
879	10565	1440
880	10578	1428
881	10586	1416
882	10597	1404
883	10605	1391
884	10617	1379
885	10629	1367
886	10637	1355
887	10650	1343
888	10663	1331
889	10673	1319
890	10684	1307
891	10696	1295
892	10709	1283
893	10720	1271
894	10730	1258
895	10740	1246
896	10749	1234
897	10762	1222
898	10774	1210
899	10784	1198
900	10794	1186
901	10806	1174
902	10815	1161
903	10824	1149
904	10833	1137
905	10841	1124
906	10850	1112
907	10858	1100
908	10867	1087
909	10878	1075
910	10893	1064
911	10911	1052
912	10929	1041
913	10945	1029
914	10961	1018
915	10979	1006
916	10992	994
917	11006	983
918	11021	971
919	11032	959
920	11043	947
921	11055	935
922	11067	923
923	11076	911
924	11087	898
925	11098	886
926	11108	874
927	11119	862
928	11135	851
929	11151	839
930	11164	827
931	11179	815
932	11190	803
933	11214	792
934	11222	780
935	11232	768
936	11243	755
937	11253	743
938	11264	731
939	11273	719
940	11282	707
941	11294	695
942	11302	683
943	11314	671
944	11323	659
945	11331	646
946	11340	634
947	11347	622
948	11356	610
949	11364	598
950	11373	586
951	11383	573
952	11394	561
953	11407	550
954	11414	537
955	11426	525
956	11437	513
957	11447	501
958	11461	489
959	11474	478
960	11482	466
961	11494	454
962	11505	442
963	11514	430
964	11528	418
965	11539	406
966	11557	394
967	11571	382
968	11584	370
969	11593	358
970	11606	346
971	11620	334
972	11630	322
973	11641	310
974	11656	298
975	11667	286
976	11677	274
977	11689	262
978	11699	250
979	11710	238
980	11722	227
981	11733	215
982	11742	203
983	11753	191
984	11764	179
985	11772	167
986	11783	155
987	11792	143
988	11802	131
989	11813	119
990	11821	107
991	11833	95
992	11846	83
993	11854	71
994	11864	59
995	11871	47
996	11878	35
997	11886	23
998	11894	11
999	11903	0
